total_cloud_cover_sfc,shortwave_radiation_backwards_sfc,angle_of_incidence,zenith,generated_power_kw
0.0,473.48,35.360702,69.516981,2293.5854
0.0,443.22,48.310286,76.358042,1167.8618
0.0,363.12,61.69987,84.732679,114.485
0.0,0.0,59.354669,83.137905,473.56029
0.0,2.67,45.878645,74.898324,1441.6025
0.0,111.25,34.916885,69.198913,2175.1235
0.0,0.0,59.459979,83.117524,487.39034
0.0,1.78,45.932756,74.835838,1394.0949
0.0,105.91,33.116754,68.315482,2183.2921
0.0,253.65,22.469629,64.166111,2499.1097
0.0,372.91,18.261132,62.88069,2675.5011
0.0,453.9,23.884365,64.634418,2568.4284
0.0,477.04,35.067678,69.191119,2246.8706
0.0,447.67,48.057721,76.028957,1169.1853
0.0,367.57,61.594298,84.485894,115.48638
0.0,0.0,59.505047,83.05182,506.59034
0.0,2.67,45.983564,74.76649,1437.5185
0.0,111.25,33.120046,68.216158,2222.6927
0.0,263.44,22.415204,64.043501,2533.2102
0.0,384.48,18.108999,62.732777,2627.5657
0.0,462.8,23.715326,64.47128,2554.7255
0.0,487.72,34.919123,69.0196,2281.9892
0.0,456.57,47.925942,75.853518,1107.7147
0.0,374.69,61.372756,84.245064,130.56522
0.0,0.0,59.576432,82.999117,33.746162
76.0,2.67,46.031062,74.690298,335.80854
43.0,113.03,33.140946,68.117352,2133.7886
23.0,262.55,22.385128,63.923728,2506.0048
2.0,375.58,17.952533,62.578322,2555.6055
57.0,450.34,23.542523,64.301741,2361.4471
34.0,468.14,34.769401,68.842473,2239.379
1.0,441.44,47.798229,75.675693,1209.1943
0.0,365.79,61.265693,84.074051,116.31498
0.0,0.0,59.64523,82.939972,503.15395
0.0,2.67,46.075248,74.60728,1400.0511
0.0,107.69,33.146766,68.007658,2166.6904
0.0,255.43,22.289876,63.776773,2542.4739
0.0,374.69,17.800296,62.419861,2677.5709
0.0,457.46,23.366081,64.125882,2607.0784
0.0,480.6,34.618664,68.659827,2304.9839
0.0,450.34,47.670941,75.493205,1244.6791
0.0,371.13,61.159809,83.898968,135.79522
0.0,0.0,59.711404,82.874387,445.91228
0.0,2.67,46.116121,74.517462,1353.1714
0.0,110.36,33.148459,67.890934,2127.6647
0.0,260.77,22.219137,63.632764,2437.0792
0.0,380.03,17.637551,62.253394,2568.2777
0.0,453.01,23.18615,63.943789,2350.5334
0.0,477.04,34.467074,68.471763,968.71618
35.0,452.12,47.544217,75.306158,233.24195
95.0,373.8,61.055217,83.719925,40.214319
100.0,0.0,59.774919,82.802362,480.82352
100.0,2.67,46.153679,74.420858,1400.3916
100.0,108.58,33.14606,67.767205,2190.3046
40.0,258.1,22.143084,63.481713,2537.5603
47.0,381.81,17.466135,62.079493,2689.5167
4.0,457.46,23.002835,63.755529,2590.2565
29.0,412.07,34.314784,68.278362,2268.1099
10.0,355.11,47.393687,75.101325,1249.0877
100.0,284.8,60.952041,83.537027,143.9723
83.0,225.17,106.69672,120.23022,16.101307
1.0,0.0,59.83574,82.723909,491.01385
8.0,3.56,46.187931,74.317509,589.7025
36.0,121.04,33.139627,67.636531,1522.622
0.0,268.78,22.061843,63.323701,690.96898
13.0,386.26,17.288684,61.898913,291.16097
100.0,389.82,22.816323,63.56121,177.40503
100.0,395.16,34.161975,68.07974,156.05012
100.0,186.9,47.29302,74.918788,123.7152
100.0,107.69,60.736301,83.273945,17.422826
56.0,0.0,60.008276,82.715518,162.85673
3.0,3.56,46.218879,74.207441,1416.8051
0.0,118.37,33.129206,67.498954,1549.9781
0.0,271.45,21.879876,63.12744,1717.2196
12.0,392.49,17.105247,61.711725,1463.1401
10.0,299.93,22.626764,63.360918,774.13052
10.0,469.92,34.00882,67.875998,202.27496
2.0,379.14,47.168844,74.718691,332.33587
100.0,386.26,60.750413,83.160134,177.91597
0.0,0.0,59.962798,82.557387,553.33489
0.0,3.56,46.24653,74.090688,1457.4705
0.0,119.26,33.114848,67.354523,2219.2605
0.3,272.34,21.884109,62.98702,2595.2027
0.3,398.72,16.915904,61.518011,2724.477
0.0,478.82,22.434327,63.15475,2668.6514
0.0,504.63,33.855504,67.667245,2415.1739
61.0,477.93,47.045819,74.514472,1160.2291
100.0,394.27,60.652214,82.966378,127.90982
100.0,0.0,59.77182,82.296286,7.6198024
100.0,2.67,46.270887,73.967285,164.66754
100.0,68.53,33.127877,67.218269,315.74279
100.0,187.79,21.787798,62.808486,316.44196
100.0,295.48,16.729554,61.320051,870.24529
100.0,205.59,22.239193,62.942805,902.17283
60.0,382.7,33.702217,67.453595,357.74893
100.0,373.8,46.924101,74.30625,125.95566
100.0,201.14,60.555932,82.76925,25.226724
94.0,4.45,44.277769,72.675565,0.060569106
100.0,121.04,33.074579,67.045387,19.060523
88.0,225.17,21.686838,62.62334,155.21215
10.0,308.83,16.52021,61.111442,1137.9982
10.0,472.59,22.041724,62.72528,2176.6919
10.0,496.62,33.549205,67.235237,2204.0698
10.0,467.25,46.803868,74.094203,1544.6314
10.0,374.69,60.461693,82.568901,226.21317
100.0,0.0,60.213583,82.312955,480.20512
100.0,2.67,46.309746,73.700679,568.66697
100.0,48.06,33.048672,66.880642,639.75016
100.0,105.02,21.580768,62.43138,705.53718
100.0,168.21,16.313284,60.898566,709.37222
100.0,217.16,21.841608,62.502006,595.21168
100.0,416.52,33.396534,67.012071,288.75358
100.0,311.5,46.68524,73.878297,120.28781
100.0,338.2,60.174983,82.235384,54.593671
100.0,210.93,107.16705,119.3571,10.725232
19.0,0.0,60.142185,82.118766,176.33224
13.0,5.34,48.078984,74.66776,555.61982
2.0,309.72,16.671723,60.815986,487.8004
100.0,169.99,21.639563,62.273365,769.56467
100.0,202.03,33.244549,66.784438,411.2987
100.0,234.96,46.568426,73.658816,435.15191
100.0,136.17,56.223037,79.484072,46.973611
100.0,5.34,46.335509,73.407935,0.88722222
100.0,115.7,32.985843,66.531452,38.837352
82.0,258.1,21.355186,62.028042,43.892087
70.0,366.68,15.883609,60.454572,68.468864
100.0,267.0,21.435635,62.039372,44.855
100.0,250.09,33.093417,66.552385,26.84328
100.0,195.8,46.453577,73.435836,21.373333
73.0,169.1,60.192626,81.949616,9.8601908
100.0,0.0,60.221244,81.866205,39.840833
100.0,4.45,46.343508,73.251867,193.89462
100.0,103.24,32.94899,66.347052,674.70417
100.0,270.56,21.285403,61.832247,1512.4509
78.0,405.84,15.660676,60.223538,2386.7665
10.0,473.48,21.230043,61.800135,1902.4103
0.0,488.61,32.943347,66.316032,1494.7838
0.0,499.29,46.340854,73.20948,507.36284
0.0,420.97,60.107916,81.737581,112.26474
0.0,299.93,107.42,118.85498,26.661348
9.0,0.0,60.256318,81.730486,480.965
70.0,8.01,46.348278,73.089398,1610.4259
0.0,140.62,32.908601,66.156198,2332.3159
0.0,291.03,21.111896,61.59907,2664.7049
0.0,412.07,15.432475,59.986603,2899.872
0.0,502.85,21.023016,61.555764,2822.5761
0.0,526.88,32.737846,66.05026,2520.3628
0.0,494.84,46.230416,72.979873,1566.4214
0.0,414.74,60.025904,81.522951,232.96167
0.0,295.48,107.50654,118.67814,34.047386
100.0,0.0,60.288403,81.588518,451.43028
49.0,8.01,46.349846,72.920584,457.51195
25.0,141.51,32.864753,65.958959,2283.9918
1.0,299.04,20.983902,61.37517,2709.7533
0.0,423.64,15.19911,59.743863,2898.309
93.0,489.5,20.814784,61.306367,2839.5309
0.3,530.44,32.647237,65.830907,2517.6672
1.2,506.41,46.126298,72.749556,1643.3694
1.2,429.87,60.063468,81.381671,240.32569
0.6,312.39,107.59409,118.49663,12.823696
0.0,0.0,60.317494,81.440343,622.10833
0.0,8.01,46.348249,72.745483,1555.0839
0.0,135.28,32.817529,65.755409,2207.8295
0.0,290.14,20.851847,61.145105,2033.3861
2.0,419.19,14.96069,59.495415,1495.0268
0.0,495.73,20.605587,61.052056,1601.2917
0.0,524.21,32.501613,65.582372,1587.797
0.0,498.4,46.017,72.511392,900.9568
0.0,421.86,59.870431,81.086397,175.41141
0.3,302.6,107.68261,118.31051,25.198679
70.0,0.0,60.343597,81.28601,65.334722
100.0,8.9,46.343532,72.564164,128.55614
100.0,133.5,32.767024,65.545625,213.53037
7.0,302.6,20.715871,60.908964,529.23609
0.9,427.2,14.717325,59.241358,801.21361
0.3,501.07,20.395668,60.792939,1120.3043
0.3,525.99,32.357883,65.330014,522.36722
0.0,499.29,45.91431,72.272754,694.42378
0.0,422.75,59.797177,80.864708,197.23395
0.0,304.38,107.77202,118.11981,29.081699
12.0,0.0,60.366723,81.125573,600.64111
3.0,9.79,46.335747,72.376696,1563.6986
0.0,147.74,32.713338,65.32969,2254.5837
0.0,307.94,20.576122,60.666838,2634.1726
0.0,435.21,14.469131,58.981793,2805.2676
0.0,515.31,20.185275,60.529128,2768.1883
0.0,542.9,32.216246,65.073948,2471.2245
0.0,512.64,45.814478,72.03134,1233.002
0.3,432.54,59.727037,80.640895,279.1891
0.0,313.28,107.86229,117.92459,44.6431
100.0,0.0,60.386895,80.959094,469.03596
100.0,8.01,46.319282,72.180929,1433.8985
100.0,67.64,32.656581,65.10769,1932.6989
100.0,135.28,20.432759,60.418821,1754.4959
91.0,358.67,14.216229,58.716822,612.54616
6.3,497.51,19.974663,60.260732,115.7372
35.0,523.32,32.0769,64.814288,209.28936
20.0,435.21,45.717632,71.787259,178.17393
37.0,424.53,59.660096,80.415065,240.54478
16.0,292.81,121.4087,128.41537,3.9839181
100.0,0.0,60.40414,80.786641,212.73694
100.0,11.57,46.311223,71.983628,928.17262
100.0,131.72,32.596869,64.879712,814.1026
100.0,251.87,20.285948,60.165007,1170.5806
100.0,390.71,13.958742,58.446545,751.5643
78.0,480.6,19.764091,59.98786,258.036
26.0,527.77,32.048902,64.596977,77.371552
19.0,503.74,45.735938,71.602733,151.54448
100.0,407.62,59.706246,80.258856,3.274586
100.0,289.25,108.04516,117.52077,5.625
100.0,0.0,60.418493,80.608283,365.87528
100.0,9.79,46.294625,71.778193,1020.2754
100.0,78.32,32.534323,64.64585,2046.7212
100.0,124.6,20.135863,59.905494,1770.4435
100.0,161.98,13.6968,58.171065,1479.5331
100.0,194.91,19.553826,59.71062,1197.0767
100.0,215.38,31.80585,64.284634,1779.7003
100.0,240.3,45.533375,71.291532,2084.9414
100.0,207.37,59.507561,79.939434,366.52784
100.0,130.83,121.63592,127.97644,37.264069
100.0,0.0,60.429995,80.424097,612.4965
100.0,13.35,46.275239,71.566938,1516.1773
100.0,155.75,32.469073,64.406196,2128.6253
33.0,313.28,19.982686,59.640378,2607.9262
15.0,302.6,13.430535,57.890485,2741.3694
10.0,234.07,19.317454,59.422163,1843.9107
10.0,527.77,31.674525,64.014859,1555.8217
10.0,501.96,45.432519,71.033324,1418.3475
41.0,223.39,59.479207,79.726485,325.89532
100.0,0.0,60.438692,80.234163,109.07939
100.0,9.79,46.253147,71.349955,232.56139
100.0,73.87,32.40125,64.160846,696.74
100.0,195.8,19.826606,59.36976,424.49561
100.0,312.39,13.160088,57.604906,162.37921
100.0,187.79,19.135323,59.143466,1199.4147
100.0,236.74,31.479666,63.712438,344.17139
100.0,227.84,45.362445,70.786411,662.075
100.0,236.74,59.532164,79.563047,136.57458
43.0,317.73,108.32456,116.88234,38.921569
100.0,0.0,60.444631,80.038564,214.66867
100.0,10.68,46.228438,71.127335,435.98026
100.0,110.36,32.330991,63.909899,540.26354
85.0,278.57,19.667821,59.093739,609.03444
83.0,423.64,12.885606,57.314435,1231.1073
78.0,298.15,18.92766,58.853769,1338.748
100.0,231.4,31.421212,63.465959,1533.5819
100.0,270.56,45.282242,70.530584,274.12224
91.0,205.59,59.375875,79.259153,209.04958
70.0,167.32,32.258436,63.653454,61.186944
100.0,239.41,19.506537,58.812419,37.113781
88.0,217.16,12.60724,57.019174,44.916886
100.0,241.19,18.721458,58.560135,63.474352
100.0,374.69,30.544968,62.841885,11.048742
100.0,440.55,45.161802,70.236172,3.5764493
100.0,140.62,32.183729,63.391612,0.009444444
100.0,257.21,12.325154,56.719231,199.56072
100.0,226.95,18.517028,58.262676,621.0319
98.0,271.45,31.181577,62.905312,1270.4655
59.0,260.77,45.132854,70.012901,378.96399
100.0,232.29,59.406217,78.86659,155.8639
41.0,186.01,71.2682,86.993045,16.274753
100.0,0.0,60.56588,79.500057,60.412381
100.0,13.35,46.139505,70.426622,213.16447
100.0,105.02,32.107017,63.124478,411.75982
84.0,187.79,19.17733,58.234292,946.81661
10.0,351.55,12.039518,56.414712,770.66778
100.0,0.0,60.561577,79.28291,0.22459016
100.0,18.69,46.087246,70.172966,65.507917
100.0,149.52,32.028452,62.852156,69.335871
100.0,283.02,19.009858,57.937698,179.29113
75.0,362.23,11.750513,56.105725,509.22694
100.0,453.01,18.114796,57.656717,426.59295
100.0,445.89,30.957074,62.333789,411.4492
100.0,432.54,44.99878,69.487848,267.54383
100.0,369.35,59.332379,78.388854,63.384136
100.0,305.27,70.202751,85.834763,0.16192283
0.0,0.0,60.554806,79.060556,132.23905
0.0,24.03,46.068839,69.933108,205.54818
0.0,181.56,31.948186,62.574755,315.97245
0.0,343.54,18.840791,57.636227,552.13038
0.0,472.59,11.458332,55.79238,492.32998
0.0,556.25,17.917675,57.34844,552.04514
0.0,585.62,30.850943,62.044221,408.28072
0.0,560.7,44.937703,69.222806,263.97289
0.0,483.27,59.301071,78.148315,101.51705
100.0,362.23,70.311995,85.69914,0.36510417
0.0,0.0,60.545635,78.833095,760.53663
1.0,25.81,46.030393,69.678753,1800.9321
74.0,188.68,31.866378,62.292384,2446.9025
28.0,351.55,18.670376,57.329988,2848.8113
2.0,482.38,11.163179,55.474787,3042.2762
0.0,567.82,17.72369,57.036781,2976.7425
0.0,598.08,30.749122,61.752262,2661.2573
0.0,573.16,44.880709,68.95622,2012.8759
0.0,493.95,59.273549,77.906777,419.42047
0.0,371.13,71.941767,86.629549,32.106884
100.0,0.0,60.534132,78.600632,37.861475
100.0,28.48,45.990011,69.419477,119.46945
100.0,187.79,31.783186,62.005155,354.87786
76.0,351.55,18.498871,57.019093,1608.7156
100.0,471.7,10.865273,55.153058,1798.4442
0.0,565.15,17.533211,56.721853,2201.482
2.0,596.3,30.651784,61.458021,2514.8261
5.0,572.27,44.827873,68.688188,1983.4115
100.0,488.61,59.249843,77.664324,454.60693
100.0,347.1,71.715273,86.254461,38.520397
100.0,0.0,60.520368,78.363271,306.21257
100.0,18.69,45.947799,69.155392,810.41608
100.0,114.81,31.698771,61.71318,1653.5456
100.0,217.16,18.326542,56.703653,2594.6142
100.0,359.56,10.564848,54.827305,2495.5364
100.0,320.4,17.346619,56.403771,2034.5494
100.0,334.64,30.559094,61.16161,349.33594
100.0,313.28,44.779269,68.41881,508.95105
100.0,276.79,59.229979,77.421041,81.15272
52.0,0.0,60.504413,78.12112,524.29145
54.0,34.71,45.903862,68.88661,1511.2741
55.0,199.36,31.613296,61.416573,2160.7512
30.0,359.56,18.153666,56.383784,2625.0994
83.0,486.83,10.262157,54.497644,2183.5018
0.0,566.04,17.164309,56.08265,1644.59
10.0,364.9,30.47122,60.86314,532.01389
16.0,257.21,44.734969,68.148187,149.70222
16.0,218.94,59.213982,77.177015,12.351344
30.0,176.22,71.143495,85.405311,1.2752137
100.0,0.0,60.48634,77.874288,718.82787
100.0,32.04,45.858307,68.613245,1726.4683
0.0,201.14,31.526925,61.11545,2344.2967
0.0,364.01,17.980527,56.059599,2748.0358
10.0,488.61,9.957474,54.164189,2909.5366
3.3,574.94,16.986686,55.758609,2774.0572
6.6,601.64,30.388322,60.562727,2125.9102
0.9,582.06,44.695039,67.876421,650.15667
0.0,504.63,59.201875,76.932332,89.000525
1.8,387.15,71.336983,85.314944,1.1058824
34.0,0.0,60.466218,77.622885,380.55369
100.0,31.15,45.811238,68.33541,963.70243
100.0,158.42,31.439818,60.809929,734.79313
100.0,322.18,17.886811,55.752561,785.81806
7.0,480.6,9.6510943,53.827061,1011.2157
100.0,466.36,16.814173,55.431768,943.20981
100.0,420.08,30.310562,60.260488,704.87833
100.0,388.04,44.546854,67.536977,298.18582
100.0,360.45,59.19368,76.687081,91.135834
100.0,286.58,71.168361,84.963397,84.115943
100.0,0.0,60.444115,77.367023,222.8959
100.0,29.37,45.762758,68.053223,495.7582
10.0,200.25,31.352136,60.500127,513.90689
0.0,354.22,17.634639,55.398755,637.55228
0.0,494.84,9.3433409,53.486378,641.52067
100.0,550.91,16.647204,55.10225,1730.8477
100.0,473.48,30.238099,59.956541,2107.1092
40.0,539.34,44.628559,67.329881,294.9493
9.0,504.63,59.189419,76.441353,49.494442
35.0,388.04,71.18563,84.741259,3.2892303
100.0,0.0,60.420097,77.106811,20.289321
100.0,20.47,45.712965,67.766798,119.6423
100.0,97.9,31.264039,60.186163,202.60269
100.0,167.32,17.462499,55.062333,213.51918
100.0,251.87,9.0345661,53.142263,325.59282
100.0,338.2,16.486225,54.77018,689.46341
100.0,492.17,30.171091,59.651009,455.77683
100.0,543.79,44.530209,67.013699,1116.084
100.0,486.83,59.189113,76.195243,188.75389
50.0,328.41,71.206166,84.518498,7.3594994
100.0,32.93,45.661957,67.476251,16.747443
100.0,147.74,31.175681,59.868154,747.95484
54.0,219.83,17.291314,54.722071,896.17405
40.0,293.7,8.7251556,52.794839,1299.9747
100.0,404.95,16.331693,54.435686,2501.3443
10.0,458.35,30.109689,59.344016,2067.4558
5.0,460.13,44.58035,66.780056,402.96303
5.0,529.55,59.192783,75.948844,31.680455
100.0,397.83,73.01505,85.569728,6.7550505
100.0,0.0,60.366572,76.573783,81.04899
100.0,32.04,45.570663,67.159374,214.27725
100.0,189.57,31.087218,59.54622,388.70286
45.0,387.15,17.12141,54.378088,503.07919
0.0,514.42,8.4155326,52.444228,428.09654
100.0,446.78,16.184077,54.098895,650.36148
100.0,279.46,30.054042,59.035686,751.18134
100.0,129.05,44.563251,66.50419,715.04669
100.0,113.03,59.200449,75.702251,245.03425
100.0,143.29,73.116679,85.401622,21.344653
0.0,0.0,60.337189,76.301187,729.90932
0.0,51.62,45.556679,66.883249,1783.8262
0.0,228.73,30.998803,59.220476,2390.095
0.0,393.38,16.953118,54.030502,2804.8013
0.0,524.21,8.1061629,52.090553,2961.926
0.0,606.98,16.043847,53.759932,2867.343
0.0,637.24,30.004293,58.726143,2584.3651
0.0,611.43,44.550898,66.227835,2118.8114
0.0,532.22,59.212126,75.455559,680.90394
100.0,411.18,73.202753,85.220757,50.614814
100.0,0.0,60.306144,76.024682,564.36012
100.0,48.06,45.502596,66.581022,538.48395
100.0,170.88,30.910589,58.89104,946.53167
100.0,254.54,16.786784,53.679432,1643.1462
100.0,221.61,7.7975623,51.733936,1484.1412
100.0,401.39,15.911479,53.418924,1133.0727
100.0,357.78,29.960574,58.415509,433.32806
100.0,275.01,44.54334,65.9511,320.20786
100.0,250.09,59.227825,75.208857,220.395
100.0,306.16,70.958149,83.362108,0.26018519
100.0,0.0,60.273501,75.744383,319.17873
100.0,52.51,45.447681,66.275133,776.38526
44.0,243.86,30.822731,58.558029,1343.0145
39.0,380.03,16.622763,53.324996,2648.7486
100.0,411.18,7.4903049,51.374496,2977.094
10.0,462.8,15.787446,53.075996,2955.7583
0.0,631.01,29.923007,58.103903,2161.0413
27.0,572.27,44.540618,65.674091,2151.0257
10.0,394.27,59.247552,74.962234,782.56749
17.0,329.3,73.759823,85.125796,56.482041
46.0,152.19,110.15015,112.03095,299.88492
3.0,0.0,60.116696,75.375645,806.81349
2.0,61.41,45.392031,65.965699,1810.5113
0.0,242.97,30.73539,58.221563,2434.8074
0.0,405.84,16.461426,52.967312,2795.9993
5.0,473.48,7.185034,51.012355,2949.8806
0.0,614.1,15.672217,52.731269,2881.9097
0.0,641.69,29.891703,57.791444,1416.0774
0.0,614.99,44.542764,65.396909,424.62465
100.0,490.39,59.271303,74.715773,97.651824
100.0,194.91,70.705885,82.675332,0.063131313
100.0,0.0,60.203709,75.17286,66.971355
49.0,72.09,45.335752,65.65284,247.67075
32.0,254.54,30.648726,57.881764,329.8208
43.0,410.29,16.303157,52.606502,738.98194
3.0,533.11,6.8824735,50.647634,1851.771
19.0,611.43,15.566252,52.384868,1015.2933
100.0,604.31,29.866758,57.478247,219.2571
36.0,345.32,44.549801,65.119656,1059.0576
10.0,307.94,59.29907,74.469555,794.39164
100.0,308.83,73.85743,84.694147,44.838407
100.0,262.55,110.33865,111.45143,317.83056
100.0,0.0,59.983288,74.755694,687.91423
100.0,49.84,45.278953,65.336683,1602.8818
100.0,224.28,30.562906,57.538755,1379.7537
30.0,315.95,16.148358,52.242686,1215.9592
11.0,522.43,6.5834417,50.280455,479.02023
10.0,470.81,15.469998,52.036913,1395.4672
10.0,322.18,29.848256,57.164427,1448.713
100.0,292.81,44.561741,64.842425,323.25818
100.0,434.32,59.330832,74.223656,198.86434
100.0,171.77,73.790859,84.391665,43.092302
100.0,0.0,60.128428,74.587587,88.496643
100.0,63.19,45.221747,65.017356,289.35083
100.0,226.06,30.478102,57.192665,659.44101
57.0,404.95,15.997445,51.875988,750.74442
15.0,544.68,6.2888674,49.910937,1409.4254
76.0,526.88,15.383884,51.687524,1964.5812
1.0,553.58,29.836262,56.850091,2458.3645
72.0,531.33,44.578585,64.565308,2154.2716
0.0,525.1,59.366561,73.978143,765.70439
0.3,433.43,72.879973,83.474938,30.36271
23.0,0.0,60.010861,74.236587,168.89293
16.0,83.66,45.164253,64.694988,721.24609
43.0,266.11,30.394488,56.84362,751.95215
31.0,421.86,15.850847,51.506531,2378.8787
36.0,546.46,5.9998092,49.5392,1715.4383
100.0,442.33,15.308315,51.336816,860.72365
100.0,497.51,29.830829,56.535345,832.32777
100.0,495.73,44.600323,64.28839,241.875
100.0,451.23,59.406219,73.733082,107.38569
100.0,403.17,74.025412,84.044782,44.705959
100.0,0.0,60.048366,73.989594,181.53847
100.0,46.28,45.106593,64.369713,399.22861
82.0,213.6,30.312243,56.491751,1003.2059
8.4,444.11,15.709008,51.134438,1730.1885
0.0,572.27,5.7174805,49.165362,2653.3225
29.0,586.51,15.243673,50.984903,2857.5967
0.0,679.07,29.831993,56.220291,2689.2852
0.0,651.48,44.645792,64.024028,2189.9954
0.0,571.38,59.449762,73.488531,899.45487
100.0,405.84,74.087082,83.828191,68.438033
100.0,193.13,110.70751,110.26143,83.10049
100.0,0.0,59.8833,73.600292,412.23701
1.2,93.45,45.048895,64.041666,1377.1819
0.6,276.79,30.221172,56.134103,2016.125
0.3,434.32,15.572385,50.75983,1978.0229
0.3,558.03,5.4464999,48.790092,2559.2473
100.0,614.99,15.190302,50.631895,2767.1597
100.0,469.03,29.839775,55.905024,2061.6401
100.0,534.0,44.658391,63.735465,1623.7999
30.0,508.19,59.497135,73.244543,630.18648
28.2,426.31,74.151536,83.611669,134.7186
30.0,278.57,110.79766,109.958,288.35628
100.0,0.0,59.840704,73.293908,758.63765
100.0,42.72,44.991287,63.710982,1210.4983
25.0,216.27,30.152587,55.780064,1167.5445
29.0,434.32,15.441442,50.382831,1355.6717
100.0,550.02,5.1788282,48.411845,1745.4971
30.0,614.1,15.148517,50.2779,1377.0492
30.0,642.58,29.854184,55.589638,1995.1997
30.0,620.33,44.694651,63.459604,1535.1652
30.0,545.57,59.548279,73.001165,905.77123
30.0,429.87,74.218732,83.395289,86.759195
10.5,284.8,110.88686,109.65239,144.65972
1.0,0.0,59.797326,72.984892,734.29853
0.0,95.23,44.933901,63.377801,1543.786
0.0,283.02,30.075543,55.420508,2325.0675
10.0,441.44,15.316654,50.003562,2678.9464
0.0,534.89,4.9260227,48.032394,2850.3126
2.0,638.13,15.118589,49.923024,2484.5189
0.0,675.51,29.875213,55.274224,2129.886
0.0,650.59,44.796586,63.221041,494.96428
92.0,555.36,59.603128,72.758443,415.2075
100.0,369.35,74.28862,83.179117,56.929919
63.0,0.0,59.877091,72.759781,158.79974
100.0,82.77,44.954645,63.088927,390.1007
36.0,275.9,30.000599,55.058654,745.79267
0.0,428.09,15.198496,49.622146,1905.4306
66.0,550.02,4.6871001,47.651298,2529.1166
67.0,623.0,15.100744,49.56737,2227.0099
100.0,572.27,29.902845,54.958868,1586.9667
61.0,527.77,44.789944,62.910944,2164.8406
0.0,570.49,59.661611,72.516417,692.53553
24.0,453.01,74.482955,83.052225,89.372797
100.0,0.0,73.681505,82.306591,75.66761
100.0,0.0,59.70866,72.359527,313.16457
100.0,48.95,44.820323,62.7045,713.35139
100.0,243.86,29.927938,54.694635,1286.2453
0.0,458.35,15.087446,49.238705,1938.8014
26.0,601.64,4.4647319,47.268669,3036.9697
0.0,680.85,15.095165,49.211042,2999.3172
0.0,713.78,29.937049,54.643658,2746.2333
0.0,687.97,44.831759,62.635229,2275.757
0.0,606.09,59.723652,72.275127,996.76998
0.0,480.6,74.558282,82.836964,110.45111
100.0,0.0,74.155597,82.382876,12.902924
